AnnualAverageWaterLevel,AnnualMaximumDailyWaterLevel,AnnualMaximumMomentWaterLevel,AnnualMinimumDailyWaterLevel,AnnualMinimumMomentWaterLevel,AnnualOccurredDateOfMaximumDailyWaterLevel,AnnualOccurredDateOfMinimumDailyWaterLevel,AnnualOccurredTimeOfMaximumMomentWaterLevel,AnnualOccurredTimeOfMinimumMomentWaterLevel,WellIdentifier,Year
"-11.30","-10.14","-10.12","-13.21","-13.24","0101","0430","010104","042815","11200131","2014"
"-12.11","-10.03","-10.02","-15.16","-15.19","1222","0510","122119","051022","11200131","2015"
"-9.07","-7.74","-7.73","-10.94","-10.97","1213","0521","121313","052022","11200131","2016"
"-9.33","-8.16","-8.14","-11.54","-11.58","1031","0411","103115","041122","11200131","2017"
"-8.72","-6.88","-6.88","-11.38","-11.39","0921","0203","091917","020221","11200131","2019"
"-1.87","1.74","1.77","-5.86","-5.98","0814","0318","100815","031717","11200211","2001"
"-4.50","-0.50","-0.18","-10.41","-10.54","0813","0515","081406","043017","11200211","2002"
"-1.82","1.81","1.90","-5.23","-5.48","0821","0215","090410","021516","11200211","2003"
"-2.26","1.29","1.32","-6.14","-6.67","0921","0224","092007","022418","11200211","2004"
"-1.37","1.44","1.59","-3.85","-4.22","0821","1019","082109","122417","11200211","2005"
"-0.10","3.05","3.06","-4.83","-5.23","0915","0323","091516","030716","11200211","2006"
"-0.53","1.68","1.69","-2.17","-2.68","1201","0518","120111","032116","11200211","2007"
"1.62","3.39","3.39","-0.05","-0.45","0811","0514","081105","051316","11200211","2008"
"2.45","3.55","3.58","0.74","0.44","0810","0327","081009","032716","11200211","2009"
"2.47","3.66","3.67","0.61","0.35","0912","0523","091214","051910","11200211","2010"
"1.51","3.17","3.19","-2.87","-3.06","1206","0415","120709","041211","11200211","2011"
"2.07","3.40","3.41","0.38","0.25","0901","0425","090108","042511","11200211","2012"
"0.51","2.23","2.23","-0.92","-1.08","0628","0328","062808","032816","11200211","2013"
"-0.37","1.30","1.35","-2.12","-2.24","0823","1127","082312","123116","11200211","2014"
"-0.86","1.72","1.74","-3.36","-3.44","1023","0214","102315","021410","11200211","2015"
"3.01","4.00","4.03","1.05","1.02","1001","0101","093016","010224","11200211","2016"
"2.53","3.78","3.79","0.90","0.89","0805","0515","080615","050912","11200211","2017"
"2.42","4.38","4.39","0.29","0.25","0830","0606","083010","060612","11200211","2018"
"2.16","3.98","3.99","0.30","0.13","0826","0412","082612","041212","11200211","2019"
"-15.97","-15.06","-15.04","-17.05","-17.08","1124","0517","112415","051012","11200221","2001"
"-16.22","-15.15","-15.14","-17.08","-17.10","0105","0527","010514","053102","11200221","2002"
"-16.14","-15.73","-15.72","-16.90","-16.90","0209","0605","020905","060508","11200221","2003"
"-16.01","-15.58","-15.58","-16.74","-16.75","1230","0531","123007","053122","11200221","2004"
"-14.82","-13.43","-13.42","-15.72","-15.73","1231","0512","123113","051211","11200221","2005"
"-12.42","-11.19","-11.16","-13.49","-13.50","1225","0408","122615","041310","11200221","2006"
"-10.35","-9.47","-9.47","-11.20","-11.21","1228","0101","122712","010101","11200221","2007"
"-8.96","-7.87","-7.87","-9.71","-9.71","1230","0526","122914","052522","11200221","2008"
"-7.70","-7.21","-7.21","-8.23","-8.24","1024","0421","102312","042119","11200221","2009"
"-7.49","-6.60","-6.59","-8.22","-8.22","1230","0528","122915","052709","11200221","2010"
"-6.94","-6.49","-6.48","-7.64","-7.64","1222","0618","122214","061722","11200221","2011"
"-6.27","-5.64","-5.64","-6.95","-6.96","1229","0427","122814","042721","11200221","2012"
"-5.83","-5.36","-5.34","-6.48","-6.55","1231","0503","123115","050216","11200221","2013"
"-5.54","-5.04","-5.04","-6.05","-6.05","1010","0503","100815","050221","11200221","2014"
"-5.81","-4.71","-4.69","-6.78","-6.79","1223","0519","122415","051824","11200221","2015"
"-3.72","-2.97","-2.96","-4.71","-4.72","1222","0101","121317","010101","11200221","2016"
"-3.69","-3.03","-3.01","-4.36","-4.37","0101","0519","010815","052222","11200221","2017"
"-4.02","-3.33","-3.32","-5.03","-5.03","1225","0610","122514","060622","11200221","2018"
"-3.54","-2.82","-2.81","-4.27","-4.27","1011","0428","101117","042720","11200221","2019"
"-27.84","-25.94","-25.91","-29.92","-29.95","1217","0509","121712","050907","11200231","2001"
"-28.96","-25.81","-25.77","-31.78","-31.80","0103","0517","010311","051624","11200231","2002"
"-29.19","-26.39","-26.38","-31.67","-31.70","0205","0517","020510","051712","11200231","2003"
"-28.40","-26.00","-25.95","-30.47","-30.48","1228","0521","122807","052010","11200231","2004"
"-25.77","-22.92","-22.88","-27.79","-27.81","1227","0403","122711","050807","11200231","2005"
"-21.93","-19.37","-19.35","-24.52","-24.57","1010","0402","101011","040118","11200231","2006"
"-19.09","-17.69","-17.67","-20.34","-20.35","1007","0429","100713","042823","11200231","2007"
"-17.66","-15.63","-15.61","-18.83","-18.85","1225","0518","122515","051821","11200231","2008"
"-16.03","-14.92","-14.87","-17.07","-17.08","1005","0523","100517","052311","11200231","2009"
"-15.49","-14.35","-14.27","-17.65","-17.68","1221","0528","122115","052823","11200231","2010"
"-15.06","-14.06","-13.94","-16.27","-16.29","1226","0518","122615","051724","11200231","2011"
"-13.94","-12.87","-12.83","-15.34","-15.35","1225","0428","122416","042102","11200231","2012"
"-12.74","-12.00","-11.98","-13.78","-13.82","0924","0208","092415","020824","11200231","2013"
"-12.56","-11.83","-11.78","-13.41","-13.43","0203","0428","020315","042824","11200231","2014"
"-12.95","-11.55","-11.53","-14.56","-14.57","1124","0510","112415","051018","11200231","2015"
"-10.54","-9.52","-9.50","-11.65","-11.69","1005","0101","100515","010101","11200231","2016"
"-10.80","-9.73","-9.71","-11.85","-11.85","0103","0415","010314","041423","11200231","2017"
"-11.14","-10.09","-10.08","-12.60","-12.61","1212","0531","121209","053023","11200231","2018"
"-10.18","-9.10","-9.09","-11.48","-11.50","0920","0203","092014","041723","11200231","2019"
"-27.72","-26.05","-22.72","-29.75","-35.11","1217","0509","012914","021312","11200241","2001"
"-28.87","-25.95","-25.92","-31.56","-31.58","0103","0517","010313","051905","11200241","2002"
"-29.10","-26.45","-26.44","-31.23","-31.74","0205","0517","020515","100912","11200241","2003"
"-28.28","-26.24","-26.20","-30.35","-31.66","1228","0521","122903","050513","11200241","2004"
"-25.72","-22.90","-22.87","-27.80","-27.85","1227","0205","122715","020606","11200241","2005"
"-21.80","-19.38","-19.34","-24.42","-24.44","1010","0402","101018","040212","11200241","2006"
"-19.05","-17.69","-17.68","-20.27","-20.28","1008","0429","100815","042922","11200241","2007"
"-17.45","-15.64","-15.63","-18.76","-18.78","1218","0518","121811","051821","11200241","2008"
"-16.04","-14.95","-14.94","-17.13","-17.14","0202","0523","020214","052309","11200241","2009"
"-15.84","-14.52","-14.50","-17.58","-17.60","1221","0528","122114","052824","11200241","2010"
"-15.03","-14.14","-14.08","-16.24","-16.25","0208","0518","122616","051811","11200241","2011"
"-13.98","-12.96","-12.91","-15.40","-15.40","1225","0428","122616","042802","11200241","2012"
"-12.83","-12.12","-12.11","-13.82","-13.83","0924","0329","092415","032923","11200241","2013"
"-12.64","-11.93","-11.92","-13.49","-13.50","0926","0428","092517","042812","11200241","2014"
"-13.04","-11.65","-11.64","-14.60","-14.61","1125","0511","112415","051523","11200241","2015"
"-10.63","-9.67","-9.65","-11.74","-11.77","1006","0101","100518","010101","11200241","2016"
"-10.83","-9.82","-9.81","-11.83","-11.83","0104","0415","010319","041509","11200241","2017"
"-11.18","-10.21","-10.20","-12.63","-12.64","1212","0531","121211","053109","11200241","2018"
"-10.41","-9.45","-9.43","-11.57","-11.58","0920","0418","092017","041723","11200241","2019"
"0.46","0.61","0.62","0.23","0.22","1111","1231","111114","123121","11210111","1999"
"0.04","0.68","0.70","-0.62","-1.30","0830","0610","090610","063024","11210111","2000"
"-0.27","0.58","0.59","-1.17","-1.17","1008","0518","100813","051722","11210111","2001"
"-0.16","0.36","0.36","-0.82","-0.82","1001","0517","093012","051701","11210111","2002"
"-0.16","0.31","0.31","-0.86","-0.86","0911","0606","091007","060514","11210111","2003"
"-0.38","0.13","0.14","-0.90","-0.91","0924","0531","092812","053116","11210111","2004"
"0.19","0.90","0.95","-0.30","-0.32","0901","0224","090112","050501","11210111","2005"
"0.33","0.92","0.92","-0.09","-0.14","0827","0412","082106","040118","11210111","2006"
"0.53","1.15","1.18","0.06","0.05","1007","0228","100705","022821","11210111","2007"
"0.68","1.23","1.24","0.05","0.03","1013","0528","092905","053018","11210111","2008"
"0.68","1.43","1.55","0.29","0.28","0809","0602","080908","060223","11210111","2009"
"0.73","1.31","1.34","0.17","0.17","0920","0522","092003","052118","11210111","2010"
"0.40","0.89","0.90","-0.19","-0.20","0101","0617","010106","062019","11210111","2011"
"0.84","1.54","1.55","0.37","0.37","0901","0427","082910","042522","11210111","2012"
"0.69","1.08","1.09","0.29","0.29","0922","0515","092207","050112","11210111","2013"
"0.61","1.19","1.19","0.15","0.15","0921","0504","092019","050223","11210111","2014"
"0.67","1.35","1.40","0.00","-0.01","0929","0519","092908","051824","11210111","2015"
"1.23","1.85","1.85","0.90","0.89","0207","0604","020614","060401","11210111","2016"
"0.84","1.17","1.23","0.48","0.47","0731","0529","073109","053002","11210111","2017"
"0.63","1.41","1.46","-0.01","-0.03","0824","0610","082412","061401","11210111","2018"
"0.66","1.29","1.33","0.24","0.23","0911","0429","090412","041823","11210111","2019"
"-0.49","-0.30","-0.29","-0.97","-0.98","1008","0715","100815","071522","11210121","1999"
"-1.05","-0.57","-0.56","-1.65","-1.66","0906","0606","090603","060619","11210121","2000"
"-1.36","-0.49","-0.49","-2.51","-2.51","1015","0517","101415","051622","11210121","2001"
"-1.34","-0.75","-0.75","-2.18","-2.18","0101","0528","010101","052123","11210121","2002"
"-1.46","-1.08","-1.08","-2.15","-2.15","0114","0605","011315","060501","11210121","2003"
"-1.72","-1.35","-1.34","-2.26","-2.26","1007","0531","100815","053113","11210121","2004"
"-1.12","-0.50","-0.45","-1.60","-1.60","0901","0305","090112","030420","11210121","2005"
"-0.93","-0.40","-0.40","-1.31","-1.32","0911","0408","091016","041223","11210121","2006"
"-0.66","-0.06","-0.04","-1.06","-1.06","1007","0517","100705","051624","11210121","2007"
"-0.42","0.07","0.08","-0.97","-0.97","0929","0602","092906","053022","11210121","2008"
"-0.24","0.42","0.52","-0.65","-0.95","0809","0602","080908","022315","11210121","2009"
"-0.03","0.58","0.59","-0.49","-0.49","1023","0521","102314","052104","11210121","2010"
"-0.04","0.37","0.37","-0.54","-0.55","0101","0618","010101","062023","11210121","2011"
"0.46","1.01","1.02","0.00","-0.03","0908","0428","091215","042811","11210121","2012"
"-0.01","0.52","0.52","-0.50","-0.97","0101","0502","010101","050118","11210121","2013"
"-0.21","0.29","0.29","-0.60","-0.60","0921","0503","092112","050222","11210121","2014"
"-0.23","0.40","0.44","-0.84","-1.05","0929","0506","092907","050614","11210121","2015"
"0.44","0.89","0.91","0.05","0.03","0208","0204","020915","020524","11210121","2016"
"0.05","0.45","0.46","-0.31","-0.32","0101","0609","010114","061001","11210121","2017"
"-0.15","0.42","0.47","-0.69","-1.51","0824","0419","082413","041912","11210121","2018"
"-0.25","0.28","0.28","-0.65","-0.66","0916","0430","090412","043024","11210121","2019"
"-17.28","-16.71","-16.69","-18.22","-18.32","0828","1109","082809","110911","11210131","1999"
"-18.64","-17.21","-17.20","-21.54","-22.42","0918","0511","091819","051108","11210131","2000"
"-17.87","-15.78","-15.54","-20.61","-20.95","1111","0507","111309","022804","11210131","2001"
"-18.02","-16.63","-16.61","-21.49","-27.48","0101","0514","010106","022824","11210131","2002"
"-18.53","-17.73","-17.71","-20.38","-20.50","1228","0531","012610","053121","11210131","2003"
"-18.36","-16.97","-16.94","-21.89","-30.15","1213","0503","121406","050311","11210131","2004"
"-16.45","-15.12","-15.12","-17.91","-17.93","1231","0327","123105","032713","11210131","2005"
"-14.47","-13.39","-13.38","-16.13","-16.14","1231","0324","123114","032416","11210131","2006"
"-12.59","-11.55","-11.54","-13.61","-13.63","1227","0316","122806","031722","11210131","2007"
"-11.42","-10.84","-10.83","-12.32","-12.34","1229","0530","122904","053016","11210131","2008"
"-10.29","-9.37","-9.34","-11.01","-11.04","0810","1211","081006","121120","11210131","2009"
"-9.94","-9.19","-9.17","-11.01","-11.03","1218","0523","121906","052310","11210131","2010"
"-9.27","-8.86","-8.80","-9.67","-9.69","1214","0517","121415","082217","11210131","2011"
"-8.61","-8.05","-8.01","-9.37","-9.39","1229","0417","122915","041321","11210131","2012"
"-7.89","-7.33","-7.32","-8.40","-8.41","0921","0302","092107","030124","11210131","2013"
"-7.88","-7.36","-7.36","-8.70","-8.70","0921","1110","092105","111012","11210131","2014"
"-8.10","-7.37","-7.36","-8.95","-8.96","1121","0408","112205","040724","11210131","2015"
"-6.53","-5.86","-5.79","-7.38","-7.40","0929","0101","092909","010101","11210131","2016"
"-6.42","-6.05","-6.04","-7.07","-7.07","0113","0409","011406","040721","11210131","2017"
"-6.56","-5.94","-5.92","-7.59","-7.60","0825","0611","082505","061122","11210131","2018"
"-6.15","-5.43","-5.42","-6.79","-6.81","0916","0418","091606","041822","11210131","2019"
"-24.03","-23.49","-23.48","-24.62","-24.62","0828","1116","082805","111608","11210141","1999"
"-25.60","-24.36","-24.34","-27.43","-27.44","0117","0606","011702","060520","11210141","2000"
"-24.87","-22.58","-22.36","-26.85","-26.87","0426","0325","042516","032520","11210141","2001"
"-25.09","-21.55","-21.43","-27.41","-27.43","0404","0516","040312","051613","11210141","2002"
"-25.79","-24.45","-24.38","-27.19","-27.21","0422","0604","042113","060414","11210141","2003"
"-25.37","-22.30","-22.20","-26.13","-29.06","0504","0110","050317","050313","11210141","2004"
"-22.99","-21.28","-21.27","-25.16","-25.17","1231","0130","123016","012622","11210141","2005"
"-18.71","-16.08","-16.08","-21.71","-21.72","1209","0325","120807","032421","11210141","2006"
"-15.26","-14.11","-14.10","-16.47","-16.50","1212","0321","121218","032101","11210141","2007"
"-13.95","-13.17","-13.16","-15.01","-15.03","1226","0530","122706","053018","11210141","2008"
"-13.33","-12.55","-12.54","-14.36","-14.36","0322","1124","032212","112320","11210141","2009"
"-13.33","-11.97","-11.86","-14.87","-14.88","1214","0524","121314","052310","11210141","2010"
"-12.52","-10.73","-10.65","-14.87","-15.00","0802","1130","080215","113022","11210141","2011"
"-11.44","-10.63","-10.59","-14.43","-14.47","1229","0107","122915","010724","11210141","2012"
"-10.18","-9.50","-9.47","-10.91","-10.92","0922","0302","092314","030206","11210141","2013"
"-10.06","-9.52","-9.49","-10.73","-10.76","0925","1110","092515","111102","11210141","2014"
"-10.37","-9.60","-9.55","-11.06","-11.08","1222","0408","122316","040824","11210141","2015"
"-8.63","-7.87","-7.81","-9.63","-9.65","0929","0101","092909","010101","11210141","2016"
"-8.48","-7.95","-7.94","-9.00","-9.01","0109","0527","010915","052723","11210141","2017"
"-8.69","-8.17","-8.16","-9.68","-9.69","0221","0610","022107","060923","11210141","2018"
"-8.18","-7.44","-7.43","-8.96","-8.98","0930","0418","093007","041822","11210141","2019"
"-20.54","-20.29","-20.28","-20.75","-20.77","0407","1001","040712","092122","11270111","1994"
"-20.37","-20.10","-20.09","-20.55","-20.56","0322","1007","021215","100804","11270111","1995"
"-19.75","-19.56","-19.55","-19.95","-19.96","1215","0713","120514","071322","11270111","1996"
"-19.51","-19.19","-19.18","-19.73","-19.74","1230","0718","123014","071820","11270111","1997"
"-19.26","-18.98","-18.97","-19.52","-19.53","1220","0902","122014","090223","11270111","1998"
"-18.92","-18.86","-18.85","-19.00","-19.01","0126","0101","012615","010101","11270111","1999"
"-18.86","-17.77","-17.75","-19.68","-19.84","1231","0407","123104","050316","11270112","2001"
"-17.34","-16.97","-16.93","-17.84","-18.37","1222","0103","122304","123124","11270112","2002"
"-16.45","-15.91","-15.87","-16.95","-17.04","1116","0116","122605","011710","11270112","2003"
"-15.73","-14.57","-14.53","-17.93","-24.92","0123","0414","012315","041412","11270112","2004"
"-16.55","-15.35","-15.32","-18.42","-18.47","0410","0601","032806","060921","11270112","2005"
"-13.26","-8.26","-8.21","-16.34","-16.42","1231","0330","122607","032013","11270112","2006"
